device_name,device_eui,recorded_at_utc,f_cnt,payload_version,status_flags,i2c_missing,timeout,temp_fault,id_fault,ch1_open,ch2_open,ch3_open,data_invalid,calibration_status,temp_c,array_id,swt_1,swt_2,swt_3,bat_v,payload_b64
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:22:21.469,315,1,128,f,f,f,f,f,f,f,f,calibrated,22.68,28DE7EC80B0000E2,49.09,38.96,0.92,3.6,AE8B9gABCCQBgAjcAACqKAAATRoAAAJZAACqKAAATRoAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:27:21.084,316,1,128,f,f,f,f,f,f,f,f,calibrated,22.62,28DE7EC80B0000E2,49.09,38.96,0.92,3.6,AE8B9AAACCQBgAjWAACqKAAATRoAAAJZAACqKAAATRoAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:32:21.166,317,1,128,f,f,f,f,f,f,f,f,calibrated,22.56,28DE7EC80B0000E2,49.09,38.91,0.92,3.6,AE0B9AABCCQBgAjQAACqKAAATMQAAAJZAACqKAAATMQAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:37:21.05,318,1,128,f,f,f,f,f,f,f,f,calibrated,22.56,28DE7EC80B0000E2,48.99,38.91,0.92,3.6,AE8B9QABCCQBgAjQAACpEQAATMQAAAJZAACpEQAATMQAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:42:21.168,319,1,128,f,f,f,f,f,f,f,f,calibrated,22.5,28DE7EC80B0000E2,48.99,38.91,0.92,3.6,AFEB8wABCCQBgAjKAACpEQAATMQAAAJZAACpEQAATMQAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:47:21.11,320,1,128,f,f,f,f,f,f,f,f,calibrated,22.43,28DE7EC80B0000E2,48.99,38.85,0.92,3.6,AE4B9gAACCQBgAjDAACpEQAATG4AAAJZAACpEQAATG4AAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:52:21.094,321,1,128,f,f,f,f,f,f,f,f,calibrated,22.43,28DE7EC80B0000E2,48.99,38.85,0.92,3.6,AFAB9AABCCQBgAjDAACpEQAATG4AAAJZAACpEQAATG4AAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 01:57:21.354,322,1,128,f,f,f,f,f,f,f,f,calibrated,22.37,28DE7EC80B0000E2,48.99,38.85,0.92,3.6,AE8B9AABCCQBgAi9AACpEQAATG4AAAJZAACpEQAATG4AAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:02:21.054,323,1,128,f,f,f,f,f,f,f,f,calibrated,22.31,28DE7EC80B0000E2,48.99,38.8,0.92,3.6,AE8B9QAACCQBgAi3AACpEQAATBkAAAJZAACpEQAATBkAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:07:21.034,324,1,128,f,f,f,f,f,f,f,f,calibrated,22.25,28DE7EC80B0000E2,48.89,38.8,0.92,3.6,AE8B9QAACCQBgAixAACn/QAATBkAAAJZAACn/QAATBkAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:12:21.012,325,1,128,f,f,f,f,f,f,f,f,calibrated,22.25,28DE7EC80B0000E2,48.89,38.8,0.92,3.6,AE8B9AABCCQBgAixAACn/QAATBkAAAJZAACn/QAATBkAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:17:20.999,326,1,128,f,f,f,f,f,f,f,f,calibrated,22.18,28DE7EC80B0000E2,48.89,38.8,0.92,3.6,AE8B9AABCCQBgAiqAACn/QAATBkAAAJZAACn/QAATBkAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:22:20.972,327,1,128,f,f,f,f,f,f,f,f,calibrated,22.12,28DE7EC80B0000E2,48.89,38.74,0.92,3.6,AE4B9AABCCQBgAikAACn/QAAS8QAAAJZAACn/QAAS8QAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:27:20.965,328,1,128,f,f,f,f,f,f,f,f,calibrated,22.06,28DE7EC80B0000E2,48.89,38.74,0.92,3.6,AE4B8wABCCQBgAieAACn/QAAS8QAAAJZAACn/QAAS8QAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:32:20.939,329,1,128,f,f,f,f,f,f,f,f,calibrated,22.06,28DE7EC80B0000E2,48.89,38.69,0.92,3.6,AFAB9AABCCQBgAieAACn/QAAS3AAAAJZAACn/QAAS3AAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:37:20.916,330,1,128,f,f,f,f,f,f,f,f,calibrated,22,28DE7EC80B0000E2,48.79,38.69,0.92,3.6,AFAB8wABCCQBgAiYAACm6wAAS3AAAAJZAACm6wAAS3AAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:42:20.684,331,1,0,f,f,f,f,f,f,f,f,calibrated,21.93,28DE7EC80B0000E2,48.51,38.46,0.74,3.6,AE4B9AABCCQBAAiRAACj6QAAShQAAAJOAACm6wAAS3AAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:47:20.705,332,1,0,f,f,f,f,f,f,f,f,calibrated,21.93,28DE7EC80B0000E2,48.51,38.41,0.74,3.6,AFAB9AABCCQBAAiRAACj6QAAScEAAAJOAACm6wAASxwAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:52:20.418,333,1,0,f,f,f,f,f,f,f,f,calibrated,21.87,28DE7EC80B0000E2,48.51,38.41,0.74,3.6,AE8B9QABCCQBAAiLAACj6QAAScEAAAJOAACm6wAASxwAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 02:57:20.398,334,1,0,f,f,f,f,f,f,f,f,calibrated,21.81,28DE7EC80B0000E2,48.51,38.41,0.74,3.6,AE4B8wABCCQBAAiFAACj6QAAScEAAAJOAACm6wAASxwAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:02:20.38,335,1,0,f,f,f,f,f,f,f,f,calibrated,21.75,28DE7EC80B0000E2,48.42,38.41,0.74,3.6,AFAB9AABCCQBAAh/AACi4AAAScEAAAJOAACl3QAASxwAAAJZKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:07:20.36,336,1,0,f,f,f,f,f,f,f,f,calibrated,21.75,28DE7EC80B0000E2,48.42,38.41,0.91,3.6,AE8B8wAACCQBAAh/AACi4AAAScEAAAJYAACl3QAASxwAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:12:20.365,337,1,0,f,f,f,f,f,f,f,f,calibrated,21.68,28DE7EC80B0000E2,48.42,38.35,0.91,3.6,AE8B8wABCCQBAAh4AACi4AAASXAAAAJYAACl3QAASskAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:17:20.34,338,1,0,f,f,f,f,f,f,f,f,calibrated,21.62,28DE7EC80B0000E2,48.42,38.35,0.91,3.6,AE0B9QAACCQBAAhyAACi4AAASXAAAAJYAACl3QAASskAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:22:20.543,339,1,0,f,f,f,f,f,f,f,f,calibrated,21.56,28DE7EC80B0000E2,48.42,38.35,0.91,3.6,AE4B9QABCCQBAAhsAACi4AAASXAAAAJYAACl3QAASskAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:27:20.745,340,1,0,f,f,f,f,f,f,f,f,calibrated,21.56,28DE7EC80B0000E2,48.42,38.35,0.91,3.6,AE4B9gABCCQBAAhsAACi4AAASXAAAAJYAACl3QAASskAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:32:21.128,341,1,0,f,f,f,f,f,f,f,f,calibrated,21.5,28DE7EC80B0000E2,48.42,38.3,0.91,3.6,AE8B9QABCCQBAAhmAACi4AAASR4AAAJYAACl3QAASnYAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:37:20.489,342,1,0,f,f,f,f,f,f,f,f,calibrated,21.43,28DE7EC80B0000E2,48.42,38.3,0.91,3.6,AE8B9AABCCQBAAhfAACi4AAASR4AAAJYAACl3QAASnYAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:42:20.24,343,1,0,f,f,f,f,f,f,f,f,calibrated,21.37,28DE7EC80B0000E2,48.42,38.3,0.91,3.6,AE8B9gABCCQBAAhZAACi4AAASR4AAAJYAACl3QAASnYAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:47:20.228,344,1,0,f,f,f,f,f,f,f,f,calibrated,21.37,28DE7EC80B0000E2,48.42,38.3,0.91,3.6,AE4B9QABCCQBAAhZAACi4AAASR4AAAJYAACl3QAASnYAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:52:20.188,345,1,0,f,f,f,f,f,f,f,f,calibrated,21.31,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AE8B9AABCCQBAAhTAACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 03:57:20.164,346,1,0,f,f,f,f,f,f,f,f,calibrated,21.25,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AE8B9QAACCQBAAhNAACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:02:20.148,347,1,0,f,f,f,f,f,f,f,f,calibrated,21.25,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AE8B9QABCCQBAAhNAACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:07:20.127,348,1,0,f,f,f,f,f,f,f,f,calibrated,21.18,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AE4B9QABCCQBAAhGAACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:12:20.423,349,1,0,f,f,f,f,f,f,f,f,calibrated,21.12,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AE8B9QAACCQBAAhAAACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:17:20.341,350,1,0,f,f,f,f,f,f,f,f,calibrated,21.06,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AFAB9AABCCQBAAg6AACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:22:20.067,351,1,0,f,f,f,f,f,f,f,f,calibrated,21,28DE7EC80B0000E2,48.32,38.25,0.91,3.6,AFEB9gABCCQBAAg0AACh2QAASM4AAAJYAACk0QAASiQAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:27:20.05,352,1,0,f,f,f,f,f,f,f,f,calibrated,20.93,28DE7EC80B0000E2,47.94,37.96,0.73,3.6,AFEB9gABCCQBAAgtAACd4gAARykAAAJNAACjyAAASdIAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:32:20.031,353,1,0,f,f,f,f,f,f,f,f,calibrated,20.93,28DE7EC80B0000E2,47.94,37.96,0.73,3.6,AE8B9QABCCQBAAgtAACd4gAARykAAAJNAACjyAAASdIAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:37:20.01,354,1,0,f,f,f,f,f,f,f,f,calibrated,20.87,28DE7EC80B0000E2,47.94,37.96,0.73,3.6,AE8B9QAACCQBAAgnAACd4gAARykAAAJNAACjyAAASdIAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:42:20.021,355,1,0,f,f,f,f,f,f,f,f,calibrated,20.87,28DE7EC80B0000E2,47.94,37.96,0.73,3.6,AE8B9AABCCQBAAgnAACd4gAARykAAAJNAACjyAAASdIAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:47:19.979,356,1,0,f,f,f,f,f,f,f,f,calibrated,20.81,28DE7EC80B0000E2,47.94,37.96,0.73,3.6,AFAB9QABCCQBAAghAACd4gAARykAAAJNAACjyAAASdIAAAJkKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:52:20.204,357,1,0,f,f,f,f,f,f,f,f,calibrated,20.75,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AE4B9QABCCQBAAgbAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 04:57:20.188,358,1,0,f,f,f,f,f,f,f,f,calibrated,20.75,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AFEB8wABCCQBAAgbAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:02:20.17,359,1,0,f,f,f,f,f,f,f,f,calibrated,20.68,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AE4B9QABCCQBAAgUAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:07:19.897,360,1,0,f,f,f,f,f,f,f,f,calibrated,20.62,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AFAB9QAACCQBAAgOAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:12:19.882,361,1,0,f,f,f,f,f,f,f,f,calibrated,20.56,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AFEB8gABCCQBAAgIAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:17:19.886,362,1,0,f,f,f,f,f,f,f,f,calibrated,20.56,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AFAB9AABCCQBAAgIAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:22:19.843,363,1,0,f,f,f,f,f,f,f,f,calibrated,20.5,28DE7EC80B0000E2,47.94,37.96,0.91,3.6,AE8B8wABCCQBAAgCAACd4gAARykAAAJYAACjyAAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:27:19.864,364,1,0,f,f,f,f,f,f,f,f,calibrated,20.5,28DE7EC80B0000E2,47.85,37.96,0.91,3.6,AE8B9AAACCQBAAgCAACc5gAARykAAAJYAACiwgAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:32:20.056,365,1,0,f,f,f,f,f,f,f,f,calibrated,20.43,28DE7EC80B0000E2,47.85,37.96,0.91,3.6,AFEB9QABCCQBAAf7AACc5gAARykAAAJYAACiwgAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:37:20.026,366,1,0,f,f,f,f,f,f,f,f,calibrated,20.37,28DE7EC80B0000E2,47.85,37.96,0.91,3.6,AE4B9QABCCQBAAf1AACc5gAARykAAAJYAACiwgAASdIAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:42:19.997,367,1,0,f,f,f,f,f,f,f,f,calibrated,20.37,28DE7EC80B0000E2,47.85,38.02,0.91,3.6,AFAB8wABCCQBAAf1AACc5gAAR3gAAAJYAACiwgAASiQAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:47:19.749,368,1,0,f,f,f,f,f,f,f,f,calibrated,20.37,28DE7EC80B0000E2,47.85,38.02,0.91,3.6,AE8B9QABCCQBAAf1AACc5gAAR3gAAAJYAACiwgAASiQAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:52:19.732,369,1,0,f,f,f,f,f,f,f,f,calibrated,20.31,28DE7EC80B0000E2,47.85,38.07,0.91,3.6,AE4B9gABCCQBAAfvAACc5gAAR8cAAAJYAACiwgAASnYAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 05:57:19.707,370,1,0,f,f,f,f,f,f,f,f,calibrated,20.25,28DE7EC80B0000E2,47.85,38.07,0.91,3.6,AE8B9QABCCQBAAfpAACc5gAAR8cAAAJYAACiwgAASnYAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:02:19.685,371,1,0,f,f,f,f,f,f,f,f,calibrated,20.25,28DE7EC80B0000E2,47.94,38.12,0.91,3.6,AE8B9QABCCQBAAfpAACd4gAASBcAAAJYAACjyAAASskAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:07:19.665,372,1,0,f,f,f,f,f,f,f,f,calibrated,20.25,28DE7EC80B0000E2,47.94,38.18,0.91,3.6,AE4B9AABCCQBAAfpAACd4gAASGcAAAJYAACjyAAASxwAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:12:19.651,373,1,0,f,f,f,f,f,f,f,f,calibrated,20.25,28DE7EC80B0000E2,47.94,38.18,0.91,3.6,AE8B9AABCCQBAAfpAACd4gAASGcAAAJYAACjyAAASxwAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:17:19.902,374,1,0,f,f,f,f,f,f,f,f,calibrated,20.18,28DE7EC80B0000E2,47.94,38.23,0.91,3.6,AE8B9AABCCQBAAfiAACd4gAASLgAAAJYAACjyAAAS3AAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:22:19.854,375,1,0,f,f,f,f,f,f,f,f,calibrated,20.18,28DE7EC80B0000E2,47.94,38.34,1.08,3.6,AE0B8wABCCQBAAfiAACd4gAASVsAAAJjAACjyAAATBkAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:27:19.824,376,1,0,f,f,f,f,f,f,f,f,calibrated,20.12,28DE7EC80B0000E2,48.04,38.39,1.08,3.6,AE8B8gABCCQBAAfcAACe4gAASa0AAAJjAACk0QAATG4AAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:32:19.575,377,1,0,f,f,f,f,f,f,f,f,calibrated,20.12,28DE7EC80B0000E2,48.04,38.45,0.91,3.6,AE4B8wAACCQBAAfcAACe4gAASgAAAAJYAACk0QAATMQAAAJvKN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:37:19.548,378,1,0,f,f,f,f,f,f,f,f,calibrated,20.12,28DE7EC80B0000E2,48.04,38.5,1.08,3.6,AE4B9QABCCQBAAfcAACe4gAASlMAAAJjAACk0QAATRoAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:42:19.538,379,1,0,f,f,f,f,f,f,f,f,calibrated,20.12,28DE7EC80B0000E2,48.04,38.56,1.08,3.6,AE8B9AABCCQBAAfcAACe4gAASqcAAAJjAACk0QAATXEAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:47:19.51,380,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.14,38.61,1.08,3.6,AE8B9AABCCQBAAfWAACf5AAASvsAAAJjAACl3QAATcgAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:52:19.494,381,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.14,38.67,1.08,3.6,AE4B8wABCCQBAAfWAACf5AAAS1AAAAJjAACl3QAATiAAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 06:57:19.705,382,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.14,38.78,1.08,3.6,AE8B9AABCCQBAAfWAACf5AAAS/kAAAJjAACl3QAATtAAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 07:02:19.732,383,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.14,38.83,1.08,3.6,AE0B9QABCCQBAAfWAACf5AAATFAAAAJjAACl3QAATyoAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 07:07:19.443,384,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.23,38.89,1.08,3.6,AE0B9AABCCQBAAfWAACg6AAATKcAAAJjAACm6wAAT4QAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 07:12:19.42,385,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.23,38.94,1.08,3.6,AE4B8wABCCQBAAfWAACg6AAATP0AAAJjAACm6wAAT94AAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 07:17:19.394,386,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.33,39.05,1.08,3.6,AE0B8wAACCQBAAfWAACh8AAATa0AAAJjAACn/QAAUJQAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 07:22:19.379,387,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.33,39.11,1.08,3.6,AE8B9AABCCQBAAfWAACh8AAATgYAAAJjAACn/QAAUPAAAAJ6KN5+yAsAAOI=
Chameleon 1,A84041A75D5E7CFB,2026-06-17 07:27:19.357,388,1,0,f,f,f,f,f,f,f,f,calibrated,20.06,28DE7EC80B0000E2,48.43,39.17,1.08,3.6,AFAB8wABCCQBAAfWAACi+gAATl8AAAJjAACpEQAAUU0AAAJ6KN5+yAsAAOI=
